Effective_Vertical_Stress;Axial_Strain;Void_Ratio
0,0,0.4362
12.5,0.8,0.4247104
25,1.2,0.4189656
50,1.65,0.4125027
100,2.525,0.39993595
200,3.65,0.3837787
400,5.39,0.35878882
800,7.5,0.3333
1600,9.035,0.30643933
