0	0	0,6228
12,5	0,655	0,61217066
25	1,005	0,60649086
50	1,545	0,59772774
100	2,265	0,58604358
200	3,005	0,57403486
400	4,49	0,54993628
800	6,805	0,51236846
12,5	5,745	0,52957014
